Item,2013,2014,2015
Disposable Income,9429.6,10488.9,11421.7
Expenditure,7485.1,8382.6,9222.6
"Education, Culture, Recreation",754.6,859.5,969.3
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
